schema_version,study_id,pairing_group_id,arrival_level_id,input_sample_id,replication_id,scenario_ids,master_seed,arrival_seed,service_seed,routing_seed,tie_seed
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R013,MLE_BASE,LOCAL_WINDOW_HPP_BASE,13,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290131,202609290132,202609290133,202609290134
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R014,MLE_BASE,LOCAL_WINDOW_HPP_BASE,14,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290141,202609290142,202609290143,202609290144
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R015,MLE_BASE,LOCAL_WINDOW_HPP_BASE,15,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290151,202609290152,202609290153,202609290154
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R016,MLE_BASE,LOCAL_WINDOW_HPP_BASE,16,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290161,202609290162,202609290163,202609290164
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R017,MLE_BASE,LOCAL_WINDOW_HPP_BASE,17,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290171,202609290172,202609290173,202609290174
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R018,MLE_BASE,LOCAL_WINDOW_HPP_BASE,18,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290181,202609290182,202609290183,202609290184
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R019,MLE_BASE,LOCAL_WINDOW_HPP_BASE,19,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290191,202609290192,202609290193,202609290194
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R020,MLE_BASE,LOCAL_WINDOW_HPP_BASE,20,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290201,202609290202,202609290203,202609290204
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R021,MLE_BASE,LOCAL_WINDOW_HPP_BASE,21,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290211,202609290212,202609290213,202609290214
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R022,MLE_BASE,LOCAL_WINDOW_HPP_BASE,22,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290221,202609290222,202609290223,202609290224
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R023,MLE_BASE,LOCAL_WINDOW_HPP_BASE,23,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290231,202609290232,202609290233,202609290234
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R024,MLE_BASE,LOCAL_WINDOW_HPP_BASE,24,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290241,202609290242,202609290243,202609290244
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R025,MLE_BASE,LOCAL_WINDOW_HPP_BASE,25,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290251,202609290252,202609290253,202609290254
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R026,MLE_BASE,LOCAL_WINDOW_HPP_BASE,26,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290261,202609290262,202609290263,202609290264
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R027,MLE_BASE,LOCAL_WINDOW_HPP_BASE,27,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290271,202609290272,202609290273,202609290274
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R028,MLE_BASE,LOCAL_WINDOW_HPP_BASE,28,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290281,202609290282,202609290283,202609290284
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R029,MLE_BASE,LOCAL_WINDOW_HPP_BASE,29,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290291,202609290292,202609290293,202609290294
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R030,MLE_BASE,LOCAL_WINDOW_HPP_BASE,30,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290301,202609290302,202609290303,202609290304
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R031,MLE_BASE,LOCAL_WINDOW_HPP_BASE,31,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290311,202609290312,202609290313,202609290314
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R032,MLE_BASE,LOCAL_WINDOW_HPP_BASE,32,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290321,202609290322,202609290323,202609290324
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R033,MLE_BASE,LOCAL_WINDOW_HPP_BASE,33,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290331,202609290332,202609290333,202609290334
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R034,MLE_BASE,LOCAL_WINDOW_HPP_BASE,34,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290341,202609290342,202609290343,202609290344
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R035,MLE_BASE,LOCAL_WINDOW_HPP_BASE,35,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290351,202609290352,202609290353,202609290354
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R036,MLE_BASE,LOCAL_WINDOW_HPP_BASE,36,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290361,202609290362,202609290363,202609290364
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R037,MLE_BASE,LOCAL_WINDOW_HPP_BASE,37,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290371,202609290372,202609290373,202609290374
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R038,MLE_BASE,LOCAL_WINDOW_HPP_BASE,38,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290381,202609290382,202609290383,202609290384
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R039,MLE_BASE,LOCAL_WINDOW_HPP_BASE,39,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290391,202609290392,202609290393,202609290394
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R040,MLE_BASE,LOCAL_WINDOW_HPP_BASE,40,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290401,202609290402,202609290403,202609290404
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R041,MLE_BASE,LOCAL_WINDOW_HPP_BASE,41,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290411,202609290412,202609290413,202609290414
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R042,MLE_BASE,LOCAL_WINDOW_HPP_BASE,42,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290421,202609290422,202609290423,202609290424
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R043,MLE_BASE,LOCAL_WINDOW_HPP_BASE,43,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290431,202609290432,202609290433,202609290434
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R044,MLE_BASE,LOCAL_WINDOW_HPP_BASE,44,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290441,202609290442,202609290443,202609290444
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R045,MLE_BASE,LOCAL_WINDOW_HPP_BASE,45,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290451,202609290452,202609290453,202609290454
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R046,MLE_BASE,LOCAL_WINDOW_HPP_BASE,46,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290461,202609290462,202609290463,202609290464
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R047,MLE_BASE,LOCAL_WINDOW_HPP_BASE,47,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290471,202609290472,202609290473,202609290474
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R048,MLE_BASE,LOCAL_WINDOW_HPP_BASE,48,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290481,202609290482,202609290483,202609290484
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R049,MLE_BASE,LOCAL_WINDOW_HPP_BASE,49,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290491,202609290492,202609290493,202609290494
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R050,MLE_BASE,LOCAL_WINDOW_HPP_BASE,50,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290501,202609290502,202609290503,202609290504
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R001,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,1,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290011,202610290012,202610290013,202610290014
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R002,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,2,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290021,202610290022,202610290023,202610290024
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R003,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,3,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290031,202610290032,202610290033,202610290034
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R004,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,4,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290041,202610290042,202610290043,202610290044
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R005,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,5,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290051,202610290052,202610290053,202610290054
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R006,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,6,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290061,202610290062,202610290063,202610290064
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R007,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,7,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290071,202610290072,202610290073,202610290074
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R008,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,8,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290081,202610290082,202610290083,202610290084
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R009,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,9,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290091,202610290092,202610290093,202610290094
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R010,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,10,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290101,202610290102,202610290103,202610290104
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R011,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,11,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290111,202610290112,202610290113,202610290114
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R012,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,12,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290121,202610290122,202610290123,202610290124
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R013,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,13,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290131,202610290132,202610290133,202610290134
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R014,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,14,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290141,202610290142,202610290143,202610290144
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R015,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,15,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290151,202610290152,202610290153,202610290154
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R016,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,16,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290161,202610290162,202610290163,202610290164
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R017,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,17,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290171,202610290172,202610290173,202610290174
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R018,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,18,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290181,202610290182,202610290183,202610290184
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R019,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,19,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290191,202610290192,202610290193,202610290194
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R020,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,20,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290201,202610290202,202610290203,202610290204
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R021,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,21,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290211,202610290212,202610290213,202610290214
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R022,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,22,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290221,202610290222,202610290223,202610290224
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R023,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,23,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290231,202610290232,202610290233,202610290234
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R024,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,24,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290241,202610290242,202610290243,202610290244
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R025,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,25,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290251,202610290252,202610290253,202610290254
